Заправки,период,Объем реализации - собственный,бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,Выручка от реализации - всего,нефтепродукты,    - бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,сопутствующие товары,Налоги в выручке - НДС,нефтепродукты,    - бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,сопутствующие товары,Выручка без налогов и бонусов,нефтепродукты,    - бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,сопутствующие товары,Покупная стоимость - всего,нефтепродукты,    - бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,сопутствующие товары,Валовой доход - всего,нефтепродукты,    - бензин,   автобензин А92/93,   автобензин А95/96,   автобензин А98,    - дизельное топливо,     дизельное топливо зимнее,сопутствующие товары
АЗК-14,022017,334.3,228.0,83.1,140.4,4.5,106.3,106.3,16665,15925,11247,3858,7125,263,4678,4678,741,2539,2430,1716,589,1087,40,714,714,109,14127,13495,9531,3270,6038,223,3964,3964,631,12026,11531,7943,2804,4950,189,3588,3588,494,2101,1964,1588,466,1088,34,376,376,137
АЗК-15,022017,321.4,122.5,42.2,80.4,0.0,198.8,198.8,15554,14591,6066,1975,4092,,8525,8525,962,2369,2225,925,301,624,,1300,1300,143,13185,12366,5141,1673,3467,,7225,7225,819,11681,10987,4258,1422,2836,,6729,6729,694,1504,1378,882,251,631,,496,496,126
АЗК-16,022017,144.1,29.7,13.6,15.9,0.3,114.3,114.3,6549,6334,1445,632,795,18,4889,4889,214,997,966,220,96,121,3,746,746,31,5552,5369,1225,536,674,15,4144,4144,183,5037,4887,1025,454,558,13,3862,3862,150,515,482,200,82,116,2,282,282,33
АЗК-17,022017,241.5,127.5,46.5,79.3,1.7,114.0,114.0,11688,11211,6287,2172,4016,99,4924,4924,477,1780,1710,959,331,613,15,751,751,69,9908,9501,5328,1841,3403,84,4173,4173,407,8593,8271,4439,1573,2796,71,3832,3832,321,1316,1230,889,268,607,13,341,341,86
АЗК-18,022017,406.8,317.6,119.5,198.1,0.0,89.2,89.2,20416,19501,15568,5530,10038,,3933,3933,914,3111,2975,2375,844,1531,,600,600,136,17305,16526,13193,4687,8507,,3333,3333,778,14701,14060,11036,4040,6996,,3024,3024,642,2604,2467,2158,647,1511,,309,309,137
АЗК-19,022017,416.8,314.8,96.8,199.4,8.0,102.0,102.0,21439,20129,15672,4550,10167,477,4457,4457,1310,3265,3071,2391,694,1551,73,680,680,194,18175,17059,13282,3856,8616,404,3777,3777,1116,15381,14457,11003,3273,7039,342,3454,3454,923,2794,2602,2279,582,1577,62,323,323,193
АЗК-2,022017,1032.0,827.7,194.2,593.4,40.1,204.2,204.2,52997,50774,41643,9161,30122,2360,9131,9131,2224,8078,7745,6352,1397,4595,360,1393,1393,333,44920,43028,35290,7763,25527,2000,7738,7738,1891,37624,36158,29252,6574,20954,1723,6906,6906,1466,7296,6871,6038,1189,4573,276,833,833,425
АЗК-20,022017,377.5,226.9,95.2,129.6,2.0,150.5,150.5,18701,17825,11225,4491,6614,120,6600,6600,876,2849,2719,1712,685,1009,18,1007,1007,129,15852,15105,9512,3806,5605,102,5593,5593,746,13563,12980,7886,3224,4576,86,5094,5094,583,2289,2126,1627,582,1029,16,499,499,163
АЗК-22,022017,515.4,297.3,129.2,164.9,3.2,218.1,218.1,25019,23929,14464,5973,8304,188,9465,9465,1089,3812,3650,2206,911,1267,29,1444,1444,162,21206,20280,12258,5062,7037,159,8022,8022,927,18456,17709,10322,4368,5820,134,7387,7387,747,2751,2571,1936,694,1217,25,635,635,180
АЗК-23,022017,363.0,294.1,81.9,204.5,7.7,68.9,68.9,18544,17807,14729,3888,10385,456,3078,3078,737,2827,2717,2247,593,1584,70,470,470,110,15717,15090,12482,3295,8800,387,2608,2608,627,13121,12626,10308,2760,7220,328,2318,2318,495,2597,2465,2175,535,1581,59,290,290,132
АЗК-24,022017,274.1,190.3,68.4,115.9,4.3,83.9,83.9,14287,13108,9434,3240,5864,251,3674,3674,1178,2174,1999,1439,494,895,38,560,560,175,12112,11109,7995,2746,4970,213,3114,3114,1004,10290,9466,6634,2306,4091,181,2832,2832,825,1822,1643,1361,440,879,32,282,282,179
АЗК-25,022017,288.0,201.7,75.7,122.9,3.1,86.3,86.3,14649,13843,10007,3554,6269,184,3836,3836,806,2232,2112,1527,542,956,28,585,585,120,12418,11732,8481,3012,5313,156,3251,3251,686,10466,9925,7024,2555,4338,132,2901,2901,540,1952,1807,1457,457,975,24,350,350,145
АЗК-26,022017,175.8,118.3,46.0,70.3,2.0,57.5,57.5,9233,8402,5857,2154,3583,120,2545,2545,830,1402,1282,894,329,547,18,388,388,121,7831,7121,4964,1825,3037,102,2157,2157,710,6601,6055,4111,1546,2480,85,1944,1944,546,1229,1066,853,280,557,16,213,213,163
АЗК-27,022017,310.1,199.9,69.6,128.7,1.6,110.2,110.2,15144,14567,9777,3233,6447,97,4790,4790,577,2309,2222,1491,493,983,15,731,731,87,12836,12345,8285,2740,5463,82,4060,4060,491,11073,10685,6956,2346,4540,70,3729,3729,389,1763,1660,1329,393,924,13,331,331,102
АЗК-28,022017,207.4,123.6,50.4,71.4,1.8,83.8,83.8,10553,9663,6027,2335,3584,109,3636,3636,890,1605,1474,919,356,547,17,555,555,131,8948,8189,5108,1979,3037,92,3081,3081,759,7750,7125,4294,1700,2516,78,2831,2831,625,1198,1064,814,278,521,14,250,250,134
АЗК-29,022017,95.5,41.8,18.4,22.5,0.0,53.7,53.7,4686,4360,2021,848,1134,,2339,2339,326,713,665,308,129,173,,357,357,48,3973,3695,1713,719,961,,1982,1982,278,3467,3252,1441,618,795,,1811,1811,216,506,443,272,101,166,,171,171,62
АЗК-3,022017,974.6,614.2,200.0,405.8,5.9,360.5,360.5,46684,45661,30125,9328,20328,350,15536,15536,1023,7118,6965,4595,1423,3101,53,2370,2370,153,39566,38697,25530,7905,17227,297,13167,13167,870,34303,33640,21436,6777,14324,250,12204,12204,663,5263,5056,4094,1127,2903,47,962,962,207
АЗК-30,022017,237.5,141.7,52.8,86.5,2.4,95.7,95.7,11909,11250,7041,2481,4419,141,4209,4209,659,1815,1716,1074,378,674,22,642,642,98,10094,9534,5967,2103,3745,120,3567,3567,561,8621,8167,4935,1784,3050,101,3232,3232,454,1474,1367,1032,318,695,19,335,335,107
АЗК-31,022017,185.5,145.7,48.0,95.5,2.1,39.8,39.8,9338,8909,7146,2214,4806,126,1763,1763,429,1423,1359,1090,338,733,19,269,269,64,7915,7550,6056,1876,4073,107,1494,1494,365,6702,6413,5075,1614,3370,91,1338,1338,289,1213,1137,981,262,703,16,156,156,76
АЗК-32,022017,147.5,93.7,51.7,42.0,0.0,53.8,53.8,7633,6881,4505,2392,2113,,2376,2376,752,1159,1049,687,365,322,,362,362,110,6473,5831,3818,2027,1791,,2013,2013,642,5506,5047,3229,1749,1480,,1818,1818,459,968,784,589,278,311,,195,195,183
АЗК-33,022017,104.9,38.7,26.9,11.8,0.0,66.2,66.2,4999,4722,1838,1243,594,,2884,2884,277,760,720,280,190,91,,440,440,40,4238,4001,1557,1054,504,,2444,2444,237,3714,3531,1311,898,414,,2220,2220,182,524,470,246,156,90,,224,224,54
АЗК-4,022017,720.5,378.9,134.7,234.7,5.9,341.6,341.6,34581,33411,18701,6298,11887,347,14710,14710,1170,5270,5097,2853,961,1813,53,2244,2244,174,29311,28314,15848,5337,10073,294,12466,12466,997,25544,24750,13197,4545,8282,249,11553,11553,794,3767,3564,2651,792,1791,45,913,913,203
АЗК-6,022017,214.5,49.2,22.5,26.3,0.4,165.3,165.3,9886,9477,2399,1049,1325,25,7078,7078,410,1506,1446,366,160,202,4,1080,1080,61,8380,8031,2033,889,1123,21,5998,5998,349,7583,7292,1699,755,926,18,5593,5593,291,797,739,334,134,197,3,405,405,58
АЗК-7,022017,652.6,508.1,187.3,312.3,8.5,144.6,144.6,32716,31198,24780,8708,15569,503,6418,6418,1519,4986,4759,3780,1328,2375,77,979,979,228,27730,26439,21000,7380,13194,426,5439,5439,1292,23676,22619,17729,6340,11025,363,4890,4890,1057,4054,3820,3271,1040,2168,62,549,549,235
АЗК-8,022017,454.7,381.4,97.8,273.9,7.5,73.4,73.4,22841,22244,18973,4587,13843,444,3271,3271,598,3483,3393,2894,700,2112,68,499,499,90,19358,18851,16079,3887,11731,376,2772,2772,508,16242,15842,13368,3311,9668,318,2474,2474,400,3116,3008,2710,576,2063,58,298,298,108
АЗК-9,022017,311.2,228.9,97.6,126.3,3.2,82.3,82.3,15508,14860,11219,4526,6419,190,3641,3641,648,2363,2266,1711,690,979,29,555,555,97,13145,12593,9507,3835,5440,161,3086,3086,552,11167,10727,7946,3295,4456,135,2781,2781,440,1978,1867,1562,541,984,26,305,305,111
АЗС-201,022017,149.2,121.6,55.3,65.1,0.0,27.5,27.5,7427,7155,5910,2563,3290,,1245,1245,271,1132,1092,902,391,502,,190,190,41,6294,6064,5009,2172,2788,,1055,1055,230,5320,5134,4213,1872,2300,,921,921,186,974,930,796,300,488,,134,134,45
АЗС-21,022017,291.3,214.0,89.7,124.3,0.0,77.3,77.3,14484,13841,10448,4187,6261,,3393,3393,643,2209,2112,1594,639,955,,518,518,97,12276,11730,8854,3548,5306,,2876,2876,546,10510,10045,7427,3040,4387,,2618,2618,465,1766,1684,1427,508,919,,257,257,81
АЗС-212,022017,278.2,154.8,77.8,72.9,1.0,123.4,123.4,13753,12846,7453,3616,3635,61,5393,5393,907,2092,1960,1137,552,555,9,823,823,133,11661,10886,6316,3064,3081,52,4570,4570,774,10119,9522,5345,2629,2571,43,4177,4177,597,1541,1364,971,435,510,8,393,393,178
АЗС-213,022017,301.1,211.7,111.2,98.9,1.6,89.5,89.5,14475,14020,10136,5089,4952,94,3884,3884,456,2207,2138,1546,776,755,14,592,592,69,12268,11881,8590,4313,4197,79,3291,3291,387,10679,10357,7327,3770,3491,67,3030,3030,322,1589,1524,1262,544,706,13,262,262,64
АЗС-214,022017,430.5,277.0,159.0,113.2,0.0,153.6,153.6,20509,19898,13173,7267,5682,,6725,6725,611,3127,3035,2009,1109,867,,1026,1026,92,17382,16863,11164,6159,4815,,5699,5699,519,15178,14747,9545,5388,3996,,5202,5202,431,2204,2116,1618,770,820,,498,498,88
АЗС-217,022017,316.2,184.6,98.0,81.0,0.0,131.6,131.6,15610,14810,8928,4567,4100,,5882,5882,801,2377,2259,1362,697,625,,897,897,118,13233,12550,7566,3870,3474,,4984,4984,682,11364,10827,6365,3320,2858,,4462,4462,537,1868,1722,1200,550,616,,522,522,146
АЗС-219,022017,273.9,142.4,92.4,45.6,0.0,131.5,131.5,12807,12479,6751,4260,2291,,5728,5728,329,1953,1904,1030,650,350,,874,874,50,10854,10575,5721,3610,1942,,4854,4854,279,9590,9350,4888,3134,1610,,4462,4462,239,1264,1224,833,477,332,,391,391,40
АЗС-220,022017,322.8,166.5,104.1,58.2,0.0,156.3,156.3,15141,14746,7932,4813,2928,,6814,6814,394,2308,2249,1210,734,447,,1039,1039,58,12833,12497,6722,4079,2482,,5775,5775,336,11297,11020,5720,3530,2053,,5300,5300,276,1536,1477,1002,549,429,,475,475,60
АЗС-221,022017,123.6,45.7,34.1,5.0,0.0,78.0,78.0,5513,5487,2121,1566,251,,3366,3366,26,841,836,323,239,38,,513,513,4,4672,4650,1797,1327,213,,2853,2853,22,4202,4185,1546,1151,176,,2639,2639,16,470,464,251,176,37,,213,213,6
АЗС-222,022017,145.7,92.0,62.1,29.9,0.0,53.7,53.7,6991,6745,4395,2882,1514,,2350,2350,246,1066,1028,670,440,231,,358,358,37,5925,5716,3725,2442,1283,,1991,1991,209,5128,4958,3147,2092,1055,,1811,1811,170,797,759,578,350,228,,181,181,39
АЗС-223,022017,214.3,131.2,83.3,47.3,0.6,83.1,83.1,10230,9815,6232,3817,2383,32,3583,3583,415,1559,1498,951,582,363,5,547,547,62,8671,8318,5281,3235,2019,27,3037,3037,353,7616,7328,4515,2822,1670,23,2813,2813,287,1055,989,766,413,349,4,223,223,65
АЗС-224,022017,175.6,133.8,76.9,47.6,0.6,41.9,41.9,8467,8203,6322,3523,2366,35,1881,1881,264,1290,1251,964,537,361,5,287,287,39,7177,6951,5357,2985,2005,29,1594,1594,226,6164,5988,4596,2601,1679,25,1392,1392,176,1013,964,762,384,326,5,202,202,49
АЗС-225,022017,52.2,42.5,33.5,9.0,0.0,9.7,9.7,2473,2420,1994,1543,451,,426,426,54,377,369,304,235,69,,65,65,8,2096,2051,1690,1308,382,,361,361,45,1802,1763,1445,1129,316,,318,318,38,294,287,245,178,66,,42,42,7
АЗС-227,022017,401.3,290.5,174.5,108.1,1.4,110.8,110.8,19382,18661,13865,8038,5442,83,4796,4796,720,2954,2847,2115,1226,830,13,732,732,107,16428,15815,11750,6812,4612,70,4065,4065,613,14252,13758,10009,5920,3816,59,3749,3749,494,2176,2056,1741,892,796,12,315,315,119
АЗС-228,022017,308.5,113.8,68.3,45.5,0.0,194.7,194.7,13939,13910,5444,3147,2297,,8466,8466,29,2126,2121,830,480,350,,1291,1291,4,11813,11789,4614,2667,1946,,7175,7175,25,10529,10506,3916,2311,1605,,6590,6590,23,1284,1282,698,357,341,,584,584,2
АЗС-229,022017,128.0,105.8,68.3,30.2,0.0,22.3,22.3,6083,6063,5060,3179,1545,,1003,1003,20,928,925,772,485,236,,153,153,3,5155,5138,4288,2694,1310,,850,850,17,4380,4368,3623,2316,1068,,745,745,12,775,770,665,378,242,,105,105,4
АЗС-230,022017,458.0,264.2,149.1,110.8,0.0,193.8,193.8,22127,21377,12781,6938,5648,,8596,8596,750,3373,3261,1950,1058,862,,1311,1311,112,18755,18117,10832,5880,4786,,7285,7285,639,16168,15678,9108,5055,3913,,6570,6570,491,2586,2438,1724,825,873,,714,714,148
АЗС-231,022017,354.6,195.3,115.9,75.7,0.4,159.3,159.3,16882,16447,9421,5382,3861,24,7026,7026,435,2574,2509,1437,821,589,4,1072,1072,65,14308,13939,7984,4561,3272,20,5955,5955,369,12431,12132,6729,3929,2673,17,5403,5403,299,1877,1806,1255,632,599,3,551,551,70
АЗС-232,022017,158.3,99.4,47.2,37.3,0.0,58.9,58.9,7359,7359,4765,2197,1893,,2594,2594,0,1123,1123,727,335,289,,396,396,0,6236,6236,4038,1862,1604,,2198,2198,,5402,5401,3411,1595,1315,,1990,1990,0,835,835,627,267,289,,208,208,
АЗС-233,022017,79.2,37.0,22.2,12.7,0.0,42.2,42.2,3578,3579,1771,1030,645,,1808,1808,0,546,546,270,157,98,,276,276,0,3033,3033,1501,873,547,,1532,1532,,2690,2690,1264,749,446,,1426,1426,0,343,343,237,123,101,,106,106,
АЗС-235,022017,82.4,36.4,28.6,6.1,0.0,46.0,46.0,3675,3653,1684,1302,306,,1969,1969,23,561,557,257,199,47,,300,300,3,3115,3096,1427,1103,259,,1669,1669,19,2803,2787,1236,966,214,,1551,1551,15,312,308,191,137,45,,117,117,4
АЗС-237,022017,324.7,204.9,110.8,81.2,0.0,119.8,119.8,15379,15000,9813,5113,4114,,5187,5187,379,2345,2288,1497,780,628,,791,791,57,13035,12712,8316,4333,3487,,4396,4396,323,11378,11111,7053,3756,2867,,4058,4058,266,1657,1601,1263,577,620,,338,338,56
АЗС-238,022017,238.8,130.7,76.5,45.8,0.9,108.1,108.1,11481,11006,6272,3551,2323,51,4734,4734,475,1749,1679,957,542,354,8,722,722,71,9731,9327,5315,3010,1969,43,4012,4012,404,8484,8149,4490,2588,1615,36,3659,3659,334,1248,1177,825,421,353,7,352,352,70
АЗС-239,022017,214.3,121.3,69.2,45.6,0.0,93.0,93.0,10159,9802,5770,3181,2292,,4032,4032,357,1549,1495,880,485,350,,615,615,54,8610,8307,4890,2695,1943,,3417,3417,303,7561,7315,4168,2340,1608,,3147,3147,246,1049,992,722,355,334,,270,270,57
АЗС-243,022017,209.9,119.7,74.4,41.5,0.0,90.2,90.2,9910,9621,5706,3442,2088,,3915,3915,289,1511,1467,870,525,318,,597,597,44,8399,8153,4835,2917,1769,,3318,3318,245,7368,7159,4108,2519,1463,,3051,3051,209,1031,995,728,399,306,,267,267,36
АЗС-245,022017,393.2,98.9,54.8,40.2,2.2,294.4,294.4,18216,17548,4768,2531,2029,131,12780,12780,668,2775,2677,727,386,310,20,1950,1950,98,15441,14872,4041,2145,1720,111,10831,10831,570,13843,13397,3418,1852,1417,94,9979,9979,446,1598,1474,623,294,303,17,851,851,124
АЗС-247,022017,78.9,64.5,37.5,27.1,0.0,14.4,14.4,3725,3725,3104,1734,1370,,621,621,0,568,568,473,265,209,,95,95,0,3157,3158,2631,1470,1161,,527,527,,2695,2696,2220,1265,954,,476,476,0,462,462,411,204,206,,51,51,
АЗС-248,022017,127.9,52.1,25.4,24.8,0.9,75.9,75.9,6261,5831,2545,1186,1262,52,3286,3286,429,953,889,388,181,193,8,501,501,63,5308,4942,2157,1005,1070,44,2785,2785,366,4641,4359,1801,855,876,37,2558,2558,282,667,584,357,150,194,7,227,227,84
АЗС-249,022017,95.6,46.2,34.6,8.9,0.0,49.4,49.4,4383,4356,2168,1598,446,,2188,2188,27,669,665,331,244,68,,334,334,4,3714,3691,1837,1355,378,,1854,1854,23,3255,3238,1568,1167,313,,1670,1670,17,459,453,269,188,65,,184,184,6
АЗС-262,022017,52.5,33.6,19.6,14.0,0.0,18.9,18.9,2421,2420,1605,904,702,,815,815,0,369,369,245,138,107,,124,124,0,2052,2052,1361,766,595,,691,691,,1797,1797,1158,665,493,,639,639,0,255,255,203,101,102,,52,52,
АЗС-263,022017,117.9,73.0,38.8,34.2,0.0,44.9,44.9,5930,5535,3545,1810,1735,,1990,1990,395,903,845,541,276,265,,304,304,58,5027,4690,3004,1534,1470,,1686,1686,337,4279,4023,2513,1307,1206,,1510,1510,255,748,667,491,226,265,,176,176,81
АЗС-264,022017,407.3,139.9,80.8,59.1,0.0,267.3,267.3,20713,20175,6682,3719,2963,,13493,13493,538,3155,3077,1019,567,452,,2058,2058,77,17559,17098,5663,3152,2511,,11435,11435,461,14250,13878,4814,2727,2087,,9064,9064,372,3309,3220,849,425,424,,2371,2371,89
АЗС-265,022017,338.7,282.3,131.2,144.6,2.3,56.3,56.3,16468,16282,13754,6125,7296,132,2528,2528,186,2512,2484,2098,934,1113,20,386,386,28,13956,13799,11656,5190,6183,112,2143,2143,158,11830,11698,9788,4445,5105,95,1910,1910,131,2126,2099,1867,745,1078,17,232,232,27
АЗС-5,022017,270.8,218.8,76.5,142.3,0.0,52.0,52.0,13087,13072,10782,3576,7206,,2290,2290,15,1996,1994,1645,546,1099,,349,349,2,11091,11077,9137,3031,6107,,1940,1940,13,9382,9372,7614,2590,5024,,1758,1758,10,1709,1706,1524,441,1083,,182,182,3
АЗСМ-12,022017,127.4,104.8,32.0,72.9,0.0,22.6,22.6,6240,6210,5205,1494,3711,,1005,1005,29,952,947,794,228,566,,153,153,4,5288,5263,4411,1266,3145,,852,852,25,4439,4421,3658,1083,2574,,763,763,18,849,842,753,183,570,,89,89,7
КАЗС-2,022017,96.0,96.0,53.3,42.7,0.0,0.0,0.0,4560,4560,4560,2447,2113,,,,0,696,696,696,373,322,,,,0,3865,3865,3865,2074,1791,,,,,3313,3313,3313,1807,1506,,,,0,552,552,552,267,285,,,,
АЗC-200,032017,274.7,223.7,92.9,130.8,0.0,51.0,51.0,13772,13363,11023,4397,6625,,2340,2340,409,2100,2038,1681,671,1011,,357,357,62,11672,11324,9341,3727,5615,,1983,1983,348,9854,9559,7854,3208,4647,,1705,1705,294,1819,1765,1487,519,968,,278,278,54
АЗК-1,032017,932.5,752.8,226.3,513.7,12.8,179.7,179.7,47067,45785,37654,10748,26152,754,8131,8131,1282,7175,6984,5744,1639,3989,115,1240,1240,191,39891,38801,31910,9108,22162,639,6891,6891,1091,33499,32600,26599,7803,18250,546,6001,6001,900,6392,6201,5311,1305,3912,94,890,890,191
АЗК-10,032017,1050.5,918.9,317.7,590.4,10.7,131.6,131.6,52371,51279,45336,14848,29854,633,5943,5943,1092,7986,7823,6916,2265,4554,97,907,907,164,44385,43457,38420,12583,25300,537,5037,5037,928,37594,36829,32427,10981,20988,459,4402,4402,765,6792,6628,5993,1602,4313,78,635,635,164
АЗК-11,032017,307.0,204.5,78.7,116.6,5.5,102.5,102.5,15250,14729,10173,3698,5975,329,4556,4556,521,2324,2247,1552,564,911,50,695,695,77,12926,12483,8622,3134,5064,279,3861,3861,444,11027,10635,7208,2708,4141,237,3427,3427,391,1899,1846,1413,426,923,42,433,433,53
АЗК-13,032017,371.8,265.3,114.9,147.9,2.5,106.5,106.5,18657,17892,13105,5401,7557,146,4787,4787,765,2844,2729,1999,824,1153,22,730,730,115,15813,15163,11106,4577,6404,124,4057,4057,650,13430,12874,9318,3958,5254,105,3556,3556,556,2383,2289,1788,619,1150,19,501,501,95
АЗК-14,032017,375.0,268.8,95.3,168.2,5.2,106.2,106.2,19110,18194,13397,4475,8612,310,4797,4797,916,2910,2776,2044,683,1314,47,732,732,135,16200,15418,11353,3792,7298,263,4065,4065,781,13632,13002,9457,3269,5966,222,3545,3545,630,2568,2417,1896,523,1332,41,521,521,151
АЗК-15,032017,331.6,139.0,48.5,90.5,0.0,192.5,192.5,16534,15441,6930,2284,4646,,8511,8511,1093,2518,2355,1057,348,709,,1298,1298,162,14016,13086,5873,1936,3937,,7213,7213,931,12124,11307,4883,1670,3213,,6424,6424,817,1892,1778,990,266,724,,788,788,114
АЗК-16,032017,153.8,30.8,14.7,15.6,0.5,123.0,123.0,7136,6920,1519,695,797,28,5401,5401,216,1086,1056,232,106,122,4,824,824,31,6050,5864,1287,589,675,23,4577,4577,185,5365,5189,1070,499,551,20,4119,4119,176,684,676,218,90,124,3,458,458,9
АЗК-17,032017,261.3,147.9,56.6,89.5,1.8,113.4,113.4,12865,12402,7368,2662,4602,104,5034,5034,462,1958,1892,1124,406,702,16,768,768,67,10906,10510,6244,2256,3900,88,4266,4266,396,9313,8981,5192,1944,3174,74,3789,3789,332,1594,1530,1052,312,726,14,478,478,64
АЗК-18,032017,475.8,371.7,138.9,232.8,0.0,104.1,104.1,24063,23105,18414,6505,11909,,4691,4691,958,3667,3525,2809,992,1817,,716,716,142,20396,19580,15605,5513,10092,,3975,3975,816,17241,16544,13069,4795,8273,,3475,3475,697,3155,3036,2536,717,1819,,500,500,119
АЗК-19,032017,460.4,356.1,109.4,223.1,9.4,104.4,104.4,24019,22592,17900,5195,11501,556,4692,4692,1427,3657,3447,2731,793,1754,85,716,716,211,20362,19146,15170,4403,9746,471,3976,3976,1217,17098,16060,12570,3768,7923,399,3490,3490,1038,3265,3086,2600,634,1823,72,486,486,179
АЗК-2,032017,1157.1,933.3,219.3,667.1,47.0,223.8,223.8,59565,57396,47138,10359,34013,2766,10258,10258,2168,9079,8756,7191,1580,5188,422,1565,1565,323,50486,48641,39947,8779,28824,2344,8694,8694,1845,42231,40780,33298,7567,23704,2026,7482,7482,1452,8254,7862,6650,1211,5120,318,1212,1212,393
АЗК-20,032017,431.4,270.8,114.9,153.0,2.9,160.6,160.6,21632,20735,13515,5472,7874,169,7220,7220,896,3295,3163,2062,835,1201,26,1101,1101,132,18337,17572,11453,4637,6673,143,6119,6119,764,15522,14888,9520,3963,5436,121,5368,5368,635,2814,2684,1933,674,1237,22,751,751,130
АЗК-22,032017,575.4,337.8,150.3,184.1,3.4,237.6,237.6,28289,27120,16539,7008,9329,202,10581,10581,1169,4311,4137,2523,1069,1423,31,1614,1614,174,23978,22983,14016,5939,7906,171,8967,8967,995,20648,19798,11871,5187,6539,145,7927,7927,851,3330,3185,2145,753,1367,26,1040,1040,144
АЗК-23,032017,415.4,339.0,94.5,234.7,9.8,76.4,76.4,21399,20608,17123,4504,12037,583,3485,3485,791,3262,3144,2612,687,1836,89,532,532,118,18137,17464,14511,3817,10200,494,2953,2953,673,15114,14564,12011,3254,8337,421,2553,2553,550,3023,2900,2500,563,1864,73,400,400,123
АЗК-24,032017,315.2,220.6,81.9,131.2,5.1,94.6,94.6,16637,15310,11064,3904,6750,301,4246,4246,1327,2532,2336,1688,595,1030,46,648,648,196,14106,12974,9376,3308,5720,255,3598,3598,1131,11886,10939,7773,2819,4658,217,3166,3166,947,2219,2035,1603,489,1062,38,432,432,184
АЗК-25,032017,316.3,226.1,84.0,138.6,3.5,90.2,90.2,16228,15412,11315,3980,7127,207,4097,4097,817,2472,2351,1726,607,1087,32,625,625,121,13756,13061,9589,3373,6040,176,3472,3472,695,11544,10971,7959,2890,4920,149,3012,3012,573,2212,2090,1630,483,1120,26,460,460,122
АЗК-26,032017,207.0,139.1,57.2,79.7,2.2,67.9,67.9,10908,9967,6903,2683,4093,127,3064,3064,941,1656,1520,1053,409,624,19,467,467,136,9252,8446,5850,2274,3468,108,2596,2596,805,7777,7149,4881,1961,2829,91,2268,2268,628,1474,1298,970,313,639,17,328,328,177
АЗК-27,032017,337.1,221.6,75.3,144.4,1.9,115.5,115.5,16597,16074,10914,3528,7276,110,5160,5160,524,2530,2452,1665,538,1110,17,787,787,78,14067,13622,9249,2990,6166,93,4373,4373,445,12040,11660,7798,2595,5124,79,3862,3862,380,2027,1962,1451,395,1042,14,511,511,65
АЗК-28,032017,232.4,140.2,53.5,84.7,2.0,92.2,92.2,12043,11032,6930,2519,4291,120,4102,4102,1010,1831,1683,1057,384,655,18,626,626,148,10212,9349,5873,2135,3637,101,3476,3476,862,8732,8004,4920,1833,3001,86,3084,3084,729,1480,1347,954,302,635,16,393,393,133
АЗК-29,032017,131.7,47.9,22.9,24.3,0.0,83.8,83.8,6326,6028,2323,1060,1231,,3705,3705,299,963,919,354,162,188,,565,565,43,5363,5108,1968,898,1043,,3140,3140,255,4692,4469,1667,782,862,,2802,2802,223,672,640,302,116,181,,338,338,33
АЗК-3,032017,1048.6,669.7,221.9,436.1,7.3,378.9,378.9,50874,49903,33112,10439,22034,431,16791,16791,970,7757,7612,5051,1592,3361,66,2561,2561,144,43117,42291,28061,8847,18673,365,14230,14230,826,36969,36269,23614,7664,15491,309,12655,12655,700,6149,6023,4448,1183,3181,56,1575,1575,126
АЗК-30,032017,276.7,168.6,62.1,103.8,2.7,108.1,108.1,14078,13368,8476,2962,5355,159,4892,4892,710,2145,2039,1293,452,817,24,746,746,105,11934,11329,7183,2510,4538,135,4146,4146,605,10057,9543,5931,2135,3682,114,3612,3612,514,1877,1786,1252,375,856,20,534,534,91
АЗК-31,032017,219.3,177.3,65.4,108.6,3.3,42.1,42.1,11108,10653,8743,3041,5508,193,1910,1910,455,1692,1625,1334,464,840,30,291,291,67,9415,9028,7409,2577,4668,164,1619,1619,387,7963,7646,6240,2246,3855,139,1406,1406,317,1453,1382,1169,331,813,25,213,213,71
АЗК-32,032017,177.1,106.7,56.7,50.0,0.0,70.4,70.4,9055,8344,5174,2643,2531,,3170,3170,711,1376,1273,789,403,386,,484,484,103,7680,7071,4385,2240,2145,,2686,2686,608,6523,6079,3728,1955,1773,,2351,2351,445,1156,993,657,285,372,,336,336,164
АЗК-33,032017,103.8,35.5,25.5,10.0,0.0,68.3,68.3,5063,4776,1719,1199,520,,3057,3057,287,770,728,262,183,79,,466,466,41,4293,4048,1457,1016,441,,2591,2591,245,3707,3507,1226,871,354,,2281,2281,201,586,541,231,145,86,,310,310,44
